Symbol,Company Name,Sector,Market Cap
BASF,BASF India,Chemicals,16729.47
GHCL,GHCL,Chemicals,4022.42
TATACHEM,Tata Chemicals,Chemicals,15924.81
GODREJIND,Godrej Industries,Chemicals,39192.62
STYRENIX,Styrenix Performance,Chemicals,3593.09
DEEPAKFERT,Deepak Fert & Petro,Chemicals,17252.75
DEEPAKNTR,Deepak Nitrite,Chemicals,23355.94
VINATIORGA,Vinati Organics,Chemicals,13587.45
ALKYLAMINE,Alkyl Amines Chem.,Chemicals,10336.13
PREMEXPLN,Premier Explosives,Chemicals,3569.74
AARTIIND,Aarti Industries,Chemicals,17847.97
PRIVISCL,Privi SpecialityChem,Chemicals,13153.58
NAVINFLUOR,Navin Fluorine Intl.,Chemicals,43906.92
LXCHEM,Laxmi Organic Inds.,Chemicals,4781.24
ANURAS,Anupam Rasayan India,Chemicals,14102.58
FINEORG,Fine Organic Inds.,Chemicals,15796.02
CAMLINFINE,Camlin Fine Sciences,Chemicals,1981.09
EPIGRAL,Epigral,Chemicals,5261.95
ACI,Archean Chem. Inds.,Chemicals,6224.77
AETHER,Aether Industries,Chemicals,21576.24
JUBLINGREA,Jubilant Ingrevia,Chemicals,10835.9
FLUOROCHEM,Gujarat Fluorochem.,Chemicals,50025.69
CLEAN,Clean Science & Tech,Chemicals,8886.95
BEPL,Bhansali Engg. Poly.,Chemicals,3172.95
OAL,Oriental Aromatics,Chemicals,1749.65
DICIND,DIC India,Chemicals,567.81
DCW,DCW,Chemicals,1357.12
FOSECOIND,Foseco India,Chemicals,4720.59
GANESHBE,Ganesh Benzoplast,Chemicals,887.13
DRBECK,Elantas Beck India,Chemicals,9686.83
IGPL,IG Petrochemicals,Chemicals,1747.3
NOCIL,NOCIL,Chemicals,2880.18
LORDSCHLO,Lords Chloro Alkali,Chemicals,420.07
GRAUWEIL,Grauer & Weil (I),Chemicals,3200.63
AMNPLST,Amines & Plasticizer,Chemicals,951.24
TIRUMALCHM,Thirumalai Chemicals,Chemicals,1894.97
HOCL,Hind Organic Chem,Chemicals,246.46
MANALIPETC,Manali Petrochemical,Chemicals,1492.27
GOCLCORP,GOCL Corporation,Chemicals,2118.98
CHEMPLASTS,Chemplast Sanmar,Chemicals,2692.45
DMCC,DMCC Speciality Chem,Chemicals,731.61
DIAMINESQ,Diamines & Chemicals,Chemicals,242.33
SADHNANIQ,Sadhana Nitro Chem,Chemicals,824.76
PRIMO,Primo Chemicals,Chemicals,515.46
MANORG,Mangalam Organics,Chemicals,419.23
TANFACIND,Tanfac Industries,Chemicals,6853.87
SREERAYALK,TGV SRACC,Chemicals,1177.77
114448,Jyoti Resins&Adhesiv,Chemicals,1041.72
VISHNU,Vishnu Chemicals,Chemicals,4725.53
INDOBORAX,Indo Borax & Chem.,Chemicals,1652.31
VIKASECO,Vikas EcoTech,Chemicals,148.55
CHEMBOND,Chembond Matl. Tech.,Chemicals,229.83
JAYAGROGN,Jayant Agro-Organics,Chemicals,691.8
GUJALKALI,Guj. Alkalies & Chem,Chemicals,5299.21
KANORICHEM,Kanoria Chem. & Inds,Chemicals,679.69
INDOAMIN,Indo Amines,Chemicals,914.31
PLASTIBLEN,Plastiblends India,Chemicals,488.36
PAUSHAKLTD,Paushak,Chemicals,1936.8
BALAMINES,Balaji Amines,Chemicals,8181.9
SRHHYPOLTD,Sree Rayal.Hi-Strent,Chemicals,911.54
ANDHRSUGAR,Andhra Sugars,Chemicals,1348.71
FCL,Fineotex Chemical,Chemicals,5998.34
SHK,SH Kelkar & Company,Chemicals,2088.35
JGCHEM,JG Chemicals,Chemicals,2343.91
TATVA,Tatva Chintan Pharma,Chemicals,3926.36
NEOGEN,Neogen Chemicals,Chemicals,5853.93
ROSSARI,Rossari Biotech,Chemicals,2549.51
YASHO,Yasho Industries,Chemicals,4984.52
CHEMFAB,Chemfab Alkalis,Chemicals,517.6
JUBLCPL,Jubilant Agri & Con.,Chemicals,3367.79
FAIRCHEMOR,Fairchem Organics,Chemicals,831.64
284370,Chemcrux Enterprises,Chemicals,121.67
CHEMCON,Chemcon Speciality,Chemicals,726.68
PLATIND,Platinum Industries,Chemicals,1271.73
KRONOX,Kronox Lab Sciences,Chemicals,685.27
GEMAROMA,Gem Aromatics,Chemicals,843.63
HPAL,HP Adhesives,Chemicals,326.89
OCCLLTD,OCCL,Chemicals,818.84
CHEMBONDCH,Chembond Chemicals,Chemicals,684.38
IVP,IVP,Chemicals,209.97
VALIANTORG,Valiant Organics,Chemicals,897.81
313712,Shivam Chemicals,Chemicals,193.65
318672,Patel Chem Specialit,Chemicals,267.48
318208,Beezaasan Explotech,Chemicals,834.33
ANDHRAPET,Andhra Petrochemical,Chemicals,378.29
106640,ZR2 Bioenergy,Chemicals,182.35
106528,Keltech Energies,Chemicals,1254.04
106597,Amal,Chemicals,918.79
KERALACHEM,Nitta Gelatin India,Chemicals,1482.17
NATPEROXID,Naperol Investments,Chemicals,399.01
TUTICORALK,Tuticorin AlkaliChem,Chemicals,735.4
TRANSPEK,Transpek Industry,Chemicals,807.95
107645,Polson,Chemicals,138
123586,Indian Toners & Dev.,Chemicals,238.85
113353,Cochin Minerals&Rut.,Chemicals,248.13
124174,Kesar Petroproducts,Chemicals,151.21
124218,Resonance Specialtie,Chemicals,186.32
SHAWGELTIN,Narmada Gelatines,Chemicals,279.73
124634,Alufluoride,Chemicals,390.28
131253,India Gelatine &Chem,Chemicals,260.29
130845,Sunshield Chemicals,Chemicals,1006.92
238273,Kanchi Karpooram,Chemicals,177.97
130477,Vikram Thermo(India),Chemicals,934.46
312159,National Peroxide,Chemicals,366.66
243248,ARCL Organics,Chemicals,180
124717,Titan Bio-Tech,Chemicals,1793.43
INDOKEM,Indokem,Chemicals,1744.55
124336,Shree Hari Chem. Exp,Chemicals,156.34
ITC,ITC,Cigarettes/Tobacco,330911.54
GODFRYPHLP,Godfrey Phillips Ind,Cigarettes/Tobacco,31991.86
VSTIND,VST Industries,Cigarettes/Tobacco,3535.66
126723,NTC Industries,Cigarettes/Tobacco,193.34
213344,Indian Wood Products,Cigarettes/Tobacco,219.94
ELGIEQUIP,Elgi Equipments,Compressors / Pumps,20348.73
DYNAMATECH,Dynamatic Tech.,Compressors / Pumps,7914.75
ROTO,Roto Pumps,Compressors / Pumps,1225.46
KSB,KSB,Compressors / Pumps,14158.96
104076,Jyoti,Compressors / Pumps,151.95
LATTEYS,Latteys Industries,Compressors / Pumps,117.87
KIRLOSBROS,Kirloskar Brothers,Compressors / Pumps,14785.94
OSWALPUMPS,Oswal Pumps,Compressors / Pumps,3183.02
INGERRAND,Ingersoll-Rand India,Compressors / Pumps,15293.75
KIRLPNU,Kirloskar Pneumatic,Compressors / Pumps,9880.25
SHAKTIPUMP,Shakti Pumps (India),Compressors / Pumps,5836.72
105872,WPIL,Compressors / Pumps,4335.61
YUKEN,Yuken India,Compressors / Pumps,1373.07
105232,Veljan Denison,Compressors / Pumps,845.51
LANCORHOL,Lancor Holdings,Construction - Real Estate,296.78
UNITECH,Unitech,Construction - Real Estate,1067.45
PURVA,Puravankara,Construction - Real Estate,5471.52
DLF,DLF,Construction - Real Estate,168791.51
LODHA,Lodha Developers,Construction - Real Estate,122105.08
OBEROIRLTY,Oberoi Realty,Construction - Real Estate,68197.24
DBL,Dilip Buildcon,Construction - Real Estate,6514.04
MRIL,Mahendra Realt&Infra,Construction - Real Estate,126.66
SHRADHA,Shradha Realty,Construction - Real Estate,254.98
PANSARI,Pansari Developers,Construction - Real Estate,523.49
ARTNIRMAN,Art Nirman,Construction - Real Estate,101.4
CHAVDA,Chavda Infra,Construction - Real Estate,406.57
VISHNUINFR,Vishnusurya Projects,Construction - Real Estate,409.62
MASON,Mason Infratech,Construction - Real Estate,272.68
SUMIT,Sumit Woods,Construction - Real Estate,247.48
ABREL,Aditya Birla Real,Construction - Real Estate,15342.52
PHOENIXLTD,Phoenix Mills,Construction - Real Estate,69461.04
ANANTRAJ,Anant Raj,Construction - Real Estate,22508.5
SUNTECK,Sunteck Realty,Construction - Real Estate,4397.92
MAHLIFE,Mahindra Life. Dev,Construction - Real Estate,7732.66
GANESHHOU,Ganesh Housing,Construction - Real Estate,6328.66
BRIGADE,Brigade Enterprises,Construction - Real Estate,22710.91
DBREALTY,Valor Estate,Construction - Real Estate,5563.47
GODREJPROP,Godrej Properties,Construction - Real Estate,59703.09
PRESTIGE,Prestige EstatesProj,Construction - Real Estate,68356.89
SIGNATURE,Signatureglobal (I),Construction - Real Estate,11206.35
SOBHA,Sobha,Construction - Real Estate,13516.83
AMJLAND,AMJ Land Holdings,Construction - Real Estate,161.83
PENINLAND,Peninsula Land,Construction - Real Estate,549.01
MARATHON,Marathon NextgenReal,Construction - Real Estate,2953.4
ELPROINTL,Elpro International,Construction - Real Estate,2948.94
ARIHANTSUP,Arihant Superstruct.,Construction - Real Estate,992.59
ALEMBICLTD,Alembic,Construction - Real Estate,2860.81
VIPULLTD,Vipul,Construction - Real Estate,197.06
ASHIANA,Ashiana Housing,Construction - Real Estate,3614.37
ELDEHSG,Eldeco Housing & Ind,Construction - Real Estate,775.92
104882,National Standard(I),Construction - Real Estate,215.48
ASHIMASYN,Ashima,Construction - Real Estate,342.88
SUPREME,Supreme Hold & Hosp.,Construction - Real Estate,140.17
AJMERA,Ajmera Realty&Infra,Construction - Real Estate,2317.47
123862,Grand Oak Canyons,Construction - Real Estate,1807.79
GEECEE,GeeCee Ventures,Construction - Real Estate,765.79
BLKASHYAP,B.L. Kashyap and Son,Construction - Real Estate,1337.76
ARIHANT,Arihant Foundn. &Hsg,Construction - Real Estate,1035.36
AHLUCONT,Ahluwalia Contract(I,Construction - Real Estate,4012.89
HUBTOWN,Hubtown,Construction - Real Estate,2689.4
132467,Hazoor Multi Project,Construction - Real Estate,551.2
NILAINFRA,Nila Infrastructures,Construction - Real Estate,262.72
OMAXE,Omaxe,Construction - Real Estate,2494.4
KOLTEPATIL,Kolte-Patil Develop.,Construction - Real Estate,3918.33
RUSTOMJEE,Keystone Realtors,Construction - Real Estate,4721.15
KALPATARU,Kalpataru,Construction - Real Estate,5717.43
SHRIRAMPPS,Shriram Properties,Construction - Real Estate,1312.33
287687,Ratnabhumi Developer,Construction - Real Estate,238.38
AGIIL,AGI Infra,Construction - Real Estate,3546.18
ARVSMART,Arvind Smartspaces,Construction - Real Estate,2948.88
HEMIPROP,Hemisphere Propert.,Construction - Real Estate,3606.68
EMAMIREAL,Emami Realty,Construction - Real Estate,347.27
CAPACITE,Capacite Infraproj.,Construction - Real Estate,1829.31
ATALREAL,Atal Realtech,Construction - Real Estate,324.86
SBGLP,Suratwwala Business,Construction - Real Estate,415.51
PSPPROJECT,PSP Projects,Construction - Real Estate,3470.64
RVHL,Ravinder Heights,Construction - Real Estate,244.32
299544,Veer Global Infracon,Construction - Real Estate,238.1
TARC,TARC,Construction - Real Estate,3747.43
MODIS,Modi''s Navnirman,Construction - Real Estate,746.13
SURAJEST,Suraj Estate Develop,Construction - Real Estate,851.56
NILASPACES,Nila Spaces,Construction - Real Estate,481.73
BLAL,BEML Land Assets,Construction - Real Estate,669.98
ARKADE,Arkade Developers,Construction - Real Estate,2324.88
GARUDA,Garuda Const. & Eng.,Construction - Real Estate,1662.94
DBEIL,Deepak Builders&Eng.,Construction - Real Estate,299.51
MAXESTATES,Max Estates,Construction - Real Estate,8866.86
RAYMONDREL,Raymond Realty,Construction - Real Estate,3522.75
LOTUSDEV,Sri Lotus Developers,Construction - Real Estate,9444.59
TEXINFRA,Texmaco Infra.&Hold.,Construction - Real Estate,1465.66
306224,Kesar India,Construction - Real Estate,3741.44
306436,B-Right Real Estate,Construction - Real Estate,955.64
306893,Shantidoot InfraServ,Construction - Real Estate,106.08
PRAENG,Prajay Engg.Syndicat,Construction - Real Estate,172.67
EMBDL,Embassy Developments,Construction - Real Estate,8000.31
PROZONER,Prozone Realty,Construction - Real Estate,759.35
303271,Samor Reality,Construction - Real Estate,203.63
PVP,PVP Ventures,Construction - Real Estate,1769.18
111714,Nimbus Projects,Construction - Real Estate,285.61
126407,Hampton Sky Realty,Construction - Real Estate,214.21
ALPINEHOU,Alpine Hsg Dev. Corp,Construction - Real Estate,205.96
126654,Thakkers Developers,Construction - Real Estate,129.6
131540,Maruti Infrastruct.,Construction - Real Estate,100.88
131080,Shri Krishna Devcon,Construction - Real Estate,111.41
131694,Rainbow Foundation,Construction - Real Estate,172.57
131771,Shraddha Prime Proj.,Construction - Real Estate,632.19
132016,Espire Hospitality,Construction - Real Estate,236.6
132334,HB Estate Developers,Construction - Real Estate,172.43
209113,SAB Industries,Construction - Real Estate,279.1
222865,RDB Infra. & Power,Construction - Real Estate,323.19
223379,SV Global Mill,Construction - Real Estate,295.87
243893,Grovy India,Construction - Real Estate,113.61
132344,Madala Holdings,Construction - Real Estate,261.69
BARODARAYN,Baroda Rayon Corpn.,Construction - Real Estate,280.21
103127,Raja Bahadur Intnl.,Construction - Real Estate,127.25
108929,Avishkar Infra Real,Construction - Real Estate,1270.71
111634,Axentra Corp,Construction - Real Estate,600.06
316599,RDB Real Estate Cons,Construction - Real Estate,359.98
TIL,TIL,Construction Vehicles,2084.84
SANGHVIMOV,Sanghvi Movers,Construction Vehicles,3802.42
ACE,Action Const. Equip,Construction Vehicles,13401.62
BEML,BEML,Construction Vehicles,17139.21
105690,Brady & Morris Engg.,Construction Vehicles,152.51
BOROLTD,Borosil,Consumer Durables - Domestic Appliances,3096.84
CROMPTON,Crompt.Greaves Cons.,Consumer Durables - Domestic Appliances,14964.58
BUTTERFLY,ButterflyGandhimathi,Consumer Durables - Domestic Appliances,1117.2
TTKPRESTIG,TTK Prestige,Consumer Durables - Domestic Appliances,7707.78
BAJAJELEC,Bajaj Electricals,Consumer Durables - Domestic Appliances,3822.25
EUREKAFORB,Eureka Forbes,Consumer Durables - Domestic Appliances,8205.36
STOVEKRAFT,Stove Kraft,Consumer Durables - Domestic Appliances,2756.35
WHIRLPOOL,Whirlpool Of India,Consumer Durables - Domestic Appliances,10352.11
HAWKINCOOK,Hawkins Cookers,Consumer Durables - Domestic Appliances,4445.2
PGEL,PG Electroplast,Consumer Durables - Domestic Appliances,16124.35
GREENCHEF,Greenchef Appliances,Consumer Durables - Domestic Appliances,154.06
ORIENTELEC,Orient Electric,Consumer Durables - Domestic Appliances,3823.3
288418,Inflame Appliances,Consumer Durables - Domestic Appliances,172.48
SINGER,Singer India,Consumer Durables - Domestic Appliances,478.96
KALYANISHP,Smaart Tech Services,Consumer Durables - Electronics,321.84
WEL,Wonder Electricals,Consumer Durables - Electronics,1018.86
DIXON,Dixon Tech. (India),Consumer Durables - Electronics,87106.91
LGEINDIA,LG Electronics India,Consumer Durables - Electronics,111366.19
IFBIND,IFB Industries,Consumer Durables - Electronics,5290.54
320728,Purple Wave Infocom,Consumer Durables - Electronics,397.9
ARHAM,Arham Technologies,Consumer Durables - Electronics,466.67
MIRCELECTR,Onida Electronics,Consumer Durables - Electronics,1280.04
ELIN,Elin Electronics,Consumer Durables - Electronics,474.23
316870,Leo Dryfruits&Spices,Consumer Food,119.73
119295,Bambino Agro Inds.,Consumer Food,189.09
SAWALIYA,Sawaliya Food Prod.,Consumer Food,158.64
124582,Tirupati Starch&Chem,Consumer Food,125
NESTLEIND,Nestle India,Consumer Food,271988.73
VBL,Varun Beverages,Consumer Food,137869.27
BRITANNIA,Britannia Industries,Consumer Food,122878.96
KRBL,KRBL,Consumer Food,9658.01
HATSUN,Hatsun Agro Product,Consumer Food,26034.82
KNAGRI,KN Agri Resources,Consumer Food,498.48
EIFFL,Euro India FreshFood,Consumer Food,689.84
ANNAPURNA,Annapurna Swadisht,Consumer Food,305.92
SSFL,Srivari Spices Foods,Consumer Food,222.83
GOYALSALT,Goyal Salt,Consumer Food,187.95
PROV,Proventus Agrocom,Consumer Food,659.6
TBI,TBI Corn,Consumer Food,133.56
MADHUSUDAN,Madhusudan Masala,Consumer Food,380.79
HOACFOODS,Hoac Foods India,Consumer Food,438.36
SHETHJI,Shreeji Global FMCG,Consumer Food,445.98
SHIVASHRIT,Shivashrit Foods,Consumer Food,219.23
JEYYAM,Jeyyam Global Foods,Consumer Food,105.21
SHYAMDHANI,Shyam Dhani Inds.,Consumer Food,108.86
318679,Crazy Snacks,Consumer Food,143.63
321652,Milky Mist Dairy,Consumer Food,19433.16
322774,Elfin Agro India,Consumer Food,195.22
290685,Amir Chand Jagdish,Consumer Food,2011.9
SHRIAHIMSA,Shri Ahimsa Naturals,Consumer Food,1155.9
HERITGFOOD,Heritage Foods,Consumer Food,3548.06
BIKAJI,Bikaji Foods Inter.,Consumer Food,14648.02
ZYDUSWELL,Zydus Wellness,Consumer Food,16916.61
DODLA,Dodla Dairy,Consumer Food,6435.77
BECTORFOOD,Mrs.Bectors Food,Consumer Food,6936.76
LTFOODS,LT Foods,Consumer Food,15445.81
SAPPHIRE,Sapphire Foods India,Consumer Food,7341.35
JUBLFOOD,Jubilant FoodWorks,Consumer Food,31850.73
MANORAMA,Manorama Industries,Consumer Food,12582.82
DEVYANI,Devyani Internatl.,Consumer Food,17172.39
FOODSIN,Foods & Inns,Consumer Food,421.85
KOHINOOR,Kohinoor Foods,Consumer Food,121.48
ADFFOODS,ADF Foods,Consumer Food,2909.19
123475,Lotus Chocolate Co,Consumer Food,809.5
VADILALIND,Vadilal Industries,Consumer Food,5502.28
SUKHJITS,Sukhjit Starch &Chem,Consumer Food,493.22
CLSEL,Chaman Lal Setia Exp,Consumer Food,1501.22
TASTYBITE,Tasty Bite Eatables,Consumer Food,2561.38
GRMOVER,GRM Overseas,Consumer Food,1813.71
ORKLAINDIA,Orkla India,Consumer Food,8139.22
SKMEGGPROD,SKM Egg Products Exp,Consumer Food,1353.89
PARAGMILK,Parag Milk Foods,Consumer Food,3160.17
GANESHCP,Ganesh Consumer Prod,Consumer Food,705.04
HMAAGRO,HMA Agro Inds.,Consumer Food,1043.6
SCPL,Sheetal Cool Prod.,Consumer Food,678.77
SARVESHWAR,Sarveshwar Foods,Consumer Food,413.83
GOPAL,Gopal Snacks,Consumer Food,3304.92
KRISHIVAL,Krishival Foods,Consumer Food,1066.91
DIAMONDYD,Prataap Snacks,Consumer Food,2771.7
SANSTAR,Sanstar,Consumer Food,2229.19
233338,Chatha Foods,Consumer Food,268.63
322370,Mother Nutri Foods,Consumer Food,200.56
322731,Pajson Agro India,Consumer Food,523.81
296503,Valencia Nutrition,Consumer Food,113.09
COASTCORP,Coastal Corporation,Consumer Food,280.5
MEGASTAR,Megastar Foods,Consumer Food,347.39
HALDER,Halder Venture,Consumer Food,365.06
117554,NHC Foods,Consumer Food,243.5
107621,Milkfood,Consumer Food,214.06
119287,Modern Dairies,Consumer Food,108.64
130077,Puretrop Fruits,Consumer Food,119.19
130741,Ovobel Foods,Consumer Food,255.86
131652,UVS Hospital & Serv.,Consumer Food,325.31
131889,Nurture Well Industr,Consumer Food,488.73
119152,Vadilal Enterprises,Consumer Food,866.55
308846,Aveer Foods,Consumer Food,246.4
226339,Sayaji Industries,Consumer Food,293.53
106166,Apis India,Consumer Food,726.23
BLUEDART,Blue Dart Express,Courier  Services,11844.27
VLEGOV,VL E-Governance & IT,Courier  Services,115.07
283316,National Sec.Deposit,Depository Services,16257
CDSL,Central Dep. Service,Depository Services,29147.14
KFINTECH,KFin Technologies,Depository Services,16058.09
CAMS,Computer Age Mgmnt.,Depository Services,18601.57
RADHIKAJWE,Radhika Jeweltech,Diamond  &  Jewellery,981.29
PCJEWELLER,PC Jeweller,Diamond  &  Jewellery,11566.03
TBZ,Tribhovandas Bhimji,Diamond  &  Jewellery,3208.74
324011,Yaashvi Jewellers,Diamond  &  Jewellery,132.87
SILGO,SILGO Retail,Diamond  &  Jewellery,223.81
TITAN,Titan Company,Diamond  &  Jewellery,445668.65
KALYANKJIL,Kalyan Jewell.India,Diamond  &  Jewellery,61841.13
SENCO,Senco Gold,Diamond  &  Jewellery,5878.31
GOLDKART,Goldkart Jewels,Diamond  &  Jewellery,171.21
UTSSAV,Utssav CZ Gold Jewel,Diamond  &  Jewellery,1170.66
PUSHPA,Pushpa Jewellers,Diamond  &  Jewellery,263.91
272826,Priority Jewels,Diamond  &  Jewellery,434.7
275266,Lalithaa Jewel.Mart,Diamond  &  Jewellery,17166.3
322369,SMR Jewels,Diamond  &  Jewellery,172.55
292420,Augmont Enterprises,Diamond  &  Jewellery,8237.32
322735,Shankesh Jewellers,Diamond  &  Jewellery,1454.43
322847,Advit Jewels,Diamond  &  Jewellery,1230.82
322740,Grover Jewells,Diamond  &  Jewellery,364.13
GOLDIAM,Goldiam Internatl.,Diamond  &  Jewellery,5198.74
SKYGOLD,Sky Gold & Diamonds,Diamond  &  Jewellery,12102.62
THANGAMAYL,Thangamayil Jeweller,Diamond  &  Jewellery,16572.93
RAJESHEXPO,Rajesh Exports,Diamond  &  Jewellery,2451.25
RGL,Renaissance Global,Diamond  &  Jewellery,1603.11
VAIBHAVGBL,Vaibhav Global,Diamond  &  Jewellery,3666.47
DPABHUSHAN,D.P. Abhushan,Diamond  &  Jewellery,3228.32
MOTISONS,Motisons Jewellers,Diamond  &  Jewellery,1874.61
SHANTIGOLD,Shanti Gold Intnl.,Diamond  &  Jewellery,1967.14
BLUESTONE,Bluestone Jewellery,Diamond  &  Jewellery,12875.43
SHRINGARMS,Shringar House Mang.,Diamond  &  Jewellery,2101.35
RBZJEWEL,RBZ Jewellers,Diamond  &  Jewellery,802.76
294353,Ashapuri Gold Ornam.,Diamond  &  Jewellery,132.99
131847,Asian Star Co,Diamond  &  Jewellery,936.4
317389,AJC Jewel Manufact.,Diamond  &  Jewellery,128.56
278567,Patdiam Jewellery,Diamond  &  Jewellery,140.3
123676,Golkunda Diamonds,Diamond  &  Jewellery,217.98
123373,Mini Diamonds (I),Diamond  &  Jewellery,106.3
243950,Uday Jewellery Inds.,Diamond  &  Jewellery,486.96
104398,SJ Corporation,Diamond  &  Jewellery,799.68
GREAVESCOT,Greaves Cotton,Diesel Engines,4555.6
KIRLOSENG,Kirloskar Oil Engine,Diesel Engines,32042.02
CUMMINSIND,Cummins India,Diesel Engines,139570.2
SWARAJENG,Swaraj Engines,Diesel Engines,4322.68
132262,TCI Industries,Diversified,107.61
ASPINWALL,Aspinwall & Co,Diversified,202.69
HNDFDS,Hindustan Foods,Diversified,7452.11
DCMSHRIRAM,DCM Shriram,Diversified,15920.15
GRASIM,Grasim Industries,Diversified,226088.87
3MINDIA,3M India,Diversified,37000.12
BALMLAWRIE,Balmer Lawrie & Co,Diversified,3043.53
TTKHLTCARE,TTK Healthcare,Diversified,1554.62
GILLANDERS,Gillanders Arbuthnot,Diversified,220.23
KOTHARINDL,Kothari Indl. Corpn.,Diversified,1430.96
109525,Empire Industries,Diversified,717.36
JDORGOCHEM,Jaysynth Orgochem,Dyes & Pigments,278.58
BHAGERIA,Bhageria Industries,Dyes & Pigments,1329.62
AKSHARCHEM,Aksharchem (India),Dyes & Pigments,357.35
BODALCHEM,Bodal Chemicals,Dyes & Pigments,1959.94
HPIL,Hindprakash Inds.,Dyes & Pigments,141.37
KIRIINDUS,Kiri Industries,Dyes & Pigments,3643.54
SUDARSCHEM,Sudarshan Chemicals,Dyes & Pigments,9735.49
UCL,Ushanti Colour Chem,Dyes & Pigments,346.82
DUCOL,Ducol Organic&Colour,Dyes & Pigments,195.03
SUDARCOLOR,Sudarshan Colorants,Dyes & Pigments,885.07
ISHANCH,Ishan Dyes and Chem.,Dyes & Pigments,120.93
PODDARMENT,Poddar Pigments,Dyes & Pigments,272.78
ASAHISONG,Asahi Songwon Colors,Dyes & Pigments,439.25
ULTRMARINE,Ultramar & Pigments,Dyes & Pigments,1276.48
VIDHIING,Vidhi Specialty Food,Dyes & Pigments,1736.84
SHREEPUSHK,Shree Pushkar Chem,Dyes & Pigments,1536.85
DYNPRO,Dynemic Products,Dyes & Pigments,293.38
130627,Vipul Organics,Dyes & Pigments,512.95
324030,Recode Studios,e-Commerce,357.7
SWIGGY,Swiggy,e-Commerce,76212.26
MACOBSTECH,Macobs Technologies,e-Commerce,197.77
ISFT,Intrasoft Tech,e-Commerce,133.12
ENFUSE,Enfuse Solutions,e-Commerce,137.14
MSTCLTD,MSTC,e-Commerce,5168.77
SATKARTAR,Sat Kartar Life,e-Commerce,184.33
ETERNAL,Eternal,e-Commerce,311465.07
MEESHO,Meesho,e-Commerce,96688.01
INDIAMART,Indiamart Intermesh,e-Commerce,10383.11
FIRSTCRY,Brainbees Solutions,e-Commerce,9405.94
323819,Shiprocket,e-Commerce,9889.23
322570,Acetech E-Commerce,e-Commerce,227.73
NYKAA,FSN E-Comm. Ventur.,e-Commerce,95237.8
IBULLSLTD,Indiabulls,e-Commerce,5986.77
KRITINUT,Kriti Nutrients,Edible Oil,433.14
GOKUL,Gokul Refoils & Solv,Edible Oil,425.28
119477,CIAN Agro Industries,Edible Oil,3850.72
119471,Ambar Protein Inds.,Edible Oil,134.15
PATANJALI,Patanjali Foods,Edible Oil,37267.72
MARICO,Marico,Edible Oil,105838.09
AWL,AWL Agri Business,Edible Oil,24341.68
GOKULAGRO,Gokul Agro Resources,Edible Oil,6821.52
BCLIND,BCL Industries,Edible Oil,1080.89
SUNDROP,Sundrop Brands,Edible Oil,2497.42
MKPL,MK Proteins,Edible Oil,150.9
MODINATUR,Modi Naturals,Edible Oil,453.68
119216,Ajanta Soya,Edible Oil,191.79
131069,Vijay Solvex,Edible Oil,220.15
CPCAP,CP Capital,Educational Institutions,233.47
PWL,Physicswallah,Educational Institutions,36673.01
FWSTC,Flywings Simulator,Educational Institutions,178.25
JARO,Jaro Inst. of Tech.,Educational Institutions,992.48
CRIZAC,Crizac,Educational Institutions,2804.79
ZEELEARN,Zee Learn,Educational Institutions,232.36
ARIHANTACA,Arihant Academy,Educational Institutions,301.7
GLOBAL,Global Education,Educational Institutions,613.11
CLEDUCATE,CL Educate,Educational Institutions,315.33
CPEDU,Career Point Edutech,Educational Institutions,349.25
VERANDA,Veranda Learning Sln,Educational Institutions,2341.54
282655,Golden Crest Educat.,Educational Institutions,170.36
280949,Shanti Educational,Educational Institutions,3232.24
235431,Technocrats Plasma,Electric Equipment,631.75
EXICOM,Exicom Tele-Systems,Electric Equipment,2473.53
KSHINTL,KSH International,Electric Equipment,7370.47
APLAB,Aplab,Electric Equipment,184.23
MODISONLTD,Modison,Electric Equipment,1524.99
SUZLON,Suzlon Energy,Electric Equipment,62336.46
WAAREEENER,Waaree Energies,Electric Equipment,75796.13
HAVELLS,Havells India,Electric Equipment,72420.61
ABB,ABB India,Electric Equipment,157024.11
ENRIN,Siemens Energy India,Electric Equipment,110956.47
FOCUS,Focus Lighting & Fix,Electric Equipment,427.4
SERVOTECH,Servotech Renewable,Electric Equipment,1798.18
JAYBEE,Jay Bee Laminations,Electric Equipment,190.36
SUPREMEPWR,Supreme Power Equip.,Electric Equipment,556.3
SOLEX,Solex Energy,Electric Equipment,783.5
VILAS,Vilas Transcore,Electric Equipment,865.86
MARINE,Marine Electricals,Electric Equipment,6047.7
AKANKSHA,Akanksha Power&Infra,Electric Equipment,267.67
KEL,Visdem Technosys,Electric Equipment,106.57
SAAKSHI,Saakshi Med & Panels,Electric Equipment,624.01
SPCL,Shivalic Power Cont.,Electric Equipment,150.96
ALPEXSOLAR,Alpex Solar,Electric Equipment,2271.54
GGBL,Ganesh Green Bharat,Electric Equipment,552.81
DANISH,Danish Power,Electric Equipment,1681.86
PARTH,Parth Electricals,Electric Equipment,734.3
SMARTEN,Smarten Power System,Electric Equipment,104.22
208977,Powerica,Electric Equipment,6644.61
AVANA,Avana Electrosystems,Electric Equipment,350.44
318903,Lumino Industries,Electric Equipment,3487.14
322712,Vivid Electromech,Electric Equipment,1414.58
